Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4227,All Houses,"1,286.568",32.932,-1.1%,-0.7%,7.3%,15.4%,10.1%,7.9%,3 br Houses,856.296,8.704,-2.0%,2.1%,2.4%,5.8%,7.2%,6.5%,All Units,726.864,3.136,2.8%,4.0%,22.0%,11.1%,8.8%,6.4%,2 br Units,733.441,4.059,5.5%,14.0%,28.2%,15.4%,9.0%,6.4%,Combined,"1,066.278",21.079,-0.1%,0.5%,10.7%,13.9%,9.6%,7.4%,4227
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4228,All Houses,"1,792.790",-67.790,1.9%,15.4%,7.5%,11.6%,10.4%,8.5%,3 br Houses,"1,690.513",8.487,8.4%,12.4%,21.6%,19.6%,11.6%,10.6%,All Units,"1,146.000",349.000,43.8%,43.8%,43.8%,12.9%,12.5%,19.1%,2 br Units,0.000,0.000,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Combined,"1,756.214",-44.246,3.0%,16.2%,8.4%,11.5%,10.5%,8.7%,4228
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4230,All Houses,440.000,0.000,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,3 br Houses,440.000,0.000,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,All Units,353.250,45.750,60.6%,60.6%,60.6%,17.1%,7.0%,2.0%,2 br Units,220.000,0.000,0.0%,0.0%,0.0%,0.0%,0.0%,-8.7%,Combined,391.155,28.745,25.7%,25.7%,25.7%,7.9%,3.3%,1.1%,4230
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4270,All Houses,"1,441.561",8.439,1.9%,-8.8%,5.0%,22.8%,12.1%,8.7%,3 br Houses,"1,249.098",-0.098,-0.1%,-7.5%,4.1%,22.1%,11.1%,10.5%,All Units,677.667,121.334,21.8%,21.8%,21.8%,4.2%,2.1%,2.4%,2 br Units,429.334,154.334,56.1%,56.1%,56.1%,16.0%,-9.5%,-2.1%,Combined,"1,187.969",44.989,5.1%,-4.5%,7.1%,17.9%,9.5%,7.1%,4270
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4271,All Houses,330.000,0.000,0.0%,-0.4%,0.0%,-7.0%,-5.2%,-5.0%,3 br Houses,417.718,-1.676,-2.7%,26.1%,-1.2%,0.6%,-0.8%,-1.8%,All Units,327.500,32.500,11.0%,11.0%,11.0%,1.4%,-1.1%,-2.6%,2 br Units,310.500,0.000,0.0%,0.0%,0.0%,0.4%,-0.9%,-2.8%,Combined,329.740,3.379,1.0%,0.7%,1.0%,-6.2%,-4.8%,-4.8%,4271
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4272,All Houses,"1,247.690",-47.690,-2.4%,6.6%,8.2%,17.0%,10.0%,7.7%,3 br Houses,"1,296.730",3.270,3.1%,33.8%,30.3%,26.7%,13.2%,9.5%,All Units,749.121,0.879,0.8%,4.3%,20.3%,29.2%,3.0%,6.5%,2 br Units,746.605,0.895,1.8%,35.5%,20.0%,30.9%,10.4%,6.8%,Combined,"1,107.044",-34.278,-1.8%,6.1%,10.0%,18.6%,8.4%,7.4%,4272
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4275,All Houses,"1,066.924",133.076,12.9%,36.3%,14.8%,11.5%,7.0%,6.2%,3 br Houses,924.849,47.651,4.2%,18.1%,13.1%,13.8%,5.5%,5.8%,All Units,620.628,-0.628,0.1%,5.8%,-9.1%,9.0%,5.9%,1.7%,2 br Units,395.000,0.000,0.0%,0.0%,0.0%,-15.3%,9.6%,2.6%,Combined,"1,004.742",114.485,11.7%,33.1%,12.3%,11.3%,6.9%,5.7%,4275
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4280,All Houses,673.505,-9.105,2.3%,4.9%,7.8%,13.5%,4.4%,4.6%,3 br Houses,602.642,-4.142,-6.1%,-9.8%,9.3%,13.3%,2.8%,4.2%,All Units,537.176,4.688,1.1%,-0.9%,43.9%,15.4%,1.1%,1.6%,2 br Units,405.990,0.000,0.0%,0.0%,0.0%,0.0%,7.4%,-1.9%,Combined,645.582,-6.220,2.1%,3.9%,12.6%,13.9%,3.8%,4.0%,4280
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4285,All Houses,714.584,-20.169,-2.5%,6.3%,3.7%,17.4%,7.2%,4.8%,3 br Houses,698.594,8.406,15.2%,10.5%,1.3%,21.7%,10.8%,6.9%,All Units,412.955,19.045,5.3%,-6.9%,38.3%,36.5%,5.3%,4.4%,2 br Units,429.288,2.712,11.9%,-2.1%,46.5%,33.6%,15.5%,9.1%,Combined,641.161,-10.555,-1.3%,4.0%,7.8%,19.6%,6.8%,4.7%,4285
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4287,All Houses,808.137,16.863,9.9%,74.8%,-41.6%,6.6%,6.2%,0.2%,3 br Houses,788.588,36.412,3.4%,25.4%,60.5%,30.4%,4.0%,0.6%,All Units,227.500,0.000,0.0%,0.0%,0.0%,0.0%,0.5%,-1.3%,2 br Units,210.000,0.000,0.0%,0.0%,0.0%,0.0%,0.0%,-7.2%,Combined,770.320,15.922,9.7%,72.4%,-41.1%,6.6%,6.1%,0.1%,4287
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4300,All Houses,768.810,-0.635,1.5%,2.5%,11.4%,15.5%,8.2%,6.4%,3 br Houses,688.204,10.796,6.5%,6.9%,25.4%,20.0%,9.1%,7.2%,All Units,403.617,6.383,1.2%,-1.7%,-4.7%,11.4%,5.0%,6.5%,2 br Units,387.450,3.550,-0.7%,-8.4%,-19.0%,10.3%,7.3%,6.8%,Combined,730.994,0.023,1.5%,2.3%,10.2%,15.1%,8.0%,6.3%,4300
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4301,All Houses,673.442,13.208,1.6%,3.4%,10.5%,19.1%,8.6%,7.2%,3 br Houses,556.716,-7.716,1.3%,-0.1%,12.1%,18.2%,7.8%,6.4%,All Units,455.977,8.023,5.9%,11.7%,28.6%,24.2%,7.3%,6.9%,2 br Units,337.081,-8.081,2.8%,4.3%,4.2%,19.1%,5.9%,4.5%,Combined,653.205,12.731,1.9%,3.9%,11.6%,19.3%,8.5%,7.1%,4301
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4303,All Houses,542.917,-0.417,2.1%,7.3%,21.1%,16.2%,10.2%,7.9%,3 br Houses,541.493,1.007,2.9%,9.2%,24.8%,24.7%,11.3%,8.8%,All Units,357.499,-42.499,-10.6%,-10.2%,34.7%,11.0%,8.0%,5.5%,2 br Units,251.667,0.000,0.0%,0.0%,-5.0%,10.8%,2.4%,1.9%,Combined,530.505,-3.267,1.5%,6.3%,21.3%,15.7%,10.0%,7.7%,4303
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4304,All Houses,670.410,10.425,0.6%,0.2%,3.6%,23.7%,11.3%,8.4%,3 br Houses,517.591,-11.170,-6.0%,-5.5%,10.0%,17.3%,8.9%,6.6%,All Units,370.852,1.648,-1.5%,10.0%,12.7%,8.7%,7.2%,5.9%,2 br Units,359.625,-0.125,2.5%,13.8%,42.9%,14.2%,7.2%,5.0%,Combined,624.387,9.097,0.4%,1.0%,4.4%,22.0%,10.8%,8.2%,4304
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4305,All Houses,648.662,0.338,0.3%,7.0%,7.2%,18.6%,9.3%,6.9%,3 br Houses,595.365,3.635,6.2%,6.1%,19.3%,21.4%,10.3%,7.8%,All Units,466.438,-6.938,-0.8%,4.8%,33.2%,26.4%,10.6%,6.1%,2 br Units,405.052,-0.552,13.2%,16.5%,34.5%,24.4%,9.1%,4.9%,Combined,626.765,-0.544,0.2%,6.8%,9.1%,19.1%,9.4%,6.8%,4305
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4306,All Houses,671.787,-0.887,0.5%,3.7%,6.2%,14.7%,6.8%,5.3%,3 br Houses,611.015,7.055,1.1%,2.6%,10.8%,16.3%,8.1%,6.3%,All Units,522.400,2.500,0.5%,0.5%,0.5%,10.3%,8.6%,7.6%,2 br Units,666.409,0.041,0.1%,92.8%,92.8%,20.2%,19.3%,10.7%,Combined,663.076,-0.690,0.5%,3.5%,5.9%,14.5%,6.9%,5.4%,4306
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4307,All Houses,"1,274.907",25.093,31.0%,115.2%,96.4%,39.9%,14.8%,12.0%,3 br Houses,269.000,0.000,0.0%,0.0%,0.0%,-1.1%,-1.3%,-2.1%,All Units,290.000,0.000,0.0%,0.0%,65.7%,18.3%,7.5%,2.3%,2 br Units,432.500,62.500,16.9%,16.9%,16.9%,5.3%,2.3%,1.6%,Combined,"1,215.722",23.719,30.4%,111.7%,95.6%,39.3%,14.6%,11.7%,4307
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4309,All Houses,663.638,-9.807,-4.6%,2.1%,0.2%,12.8%,7.6%,5.2%,3 br Houses,616.561,-26.561,-3.3%,4.3%,-1.7%,15.9%,8.8%,4.4%,All Units,307.250,-42.750,-12.2%,-12.2%,71.6%,31.9%,0.1%,-0.4%,2 br Units,264.000,-35.000,-11.7%,-11.7%,-11.7%,-4.1%,-1.8%,-2.6%,Combined,650.754,-10.961,-4.8%,1.8%,1.0%,13.1%,7.4%,5.1%,4309
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4310,All Houses,682.513,-7.513,-0.8%,4.1%,5.4%,14.3%,8.0%,5.0%,3 br Houses,617.240,-1.340,-6.5%,-0.3%,8.7%,17.1%,8.6%,4.6%,All Units,487.500,37.500,39.3%,39.3%,39.3%,7.2%,2.6%,4.0%,2 br Units,395.000,0.000,0.0%,0.0%,0.0%,0.1%,-1.1%,1.8%,Combined,675.889,-6.010,-0.1%,4.8%,5.7%,14.0%,7.8%,4.9%,4310
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4311,All Houses,625.525,6.975,-0.2%,4.4%,6.4%,14.6%,9.1%,5.9%,3 br Houses,559.062,18.438,1.6%,8.8%,4.3%,14.1%,9.4%,5.6%,All Units,480.939,8.061,13.3%,13.5%,40.4%,25.5%,10.1%,8.3%,2 br Units,234.833,0.000,0.0%,0.0%,0.0%,-18.8%,1.5%,-1.1%,Combined,617.640,7.027,0.3%,4.8%,7.5%,14.9%,9.1%,6.0%,4311
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4312,All Houses,641.080,-1.080,-1.0%,-1.4%,-4.0%,19.2%,9.2%,6.8%,3 br Houses,643.818,1.182,4.5%,-1.8%,-14.0%,19.5%,11.5%,8.1%,All Units,490.000,-110.000,-18.3%,-18.3%,124.4%,33.0%,15.4%,7.0%,2 br Units,232.917,0.000,0.0%,0.0%,0.0%,0.0%,-2.8%,-0.7%,Combined,634.658,-5.709,-1.6%,-2.1%,-2.2%,19.5%,9.4%,6.8%,4312
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4313,All Houses,713.439,-13.939,-7.5%,9.5%,37.9%,22.7%,13.2%,10.6%,3 br Houses,417.965,-17.965,-18.6%,-23.6%,-0.3%,0.0%,4.9%,4.4%,All Units,195.000,0.000,0.0%,0.0%,0.0%,1.3%,3.8%,0.1%,2 br Units,195.000,0.000,0.0%,0.0%,0.0%,4.5%,3.8%,0.7%,Combined,685.036,-13.082,-7.3%,9.4%,37.3%,22.3%,13.1%,10.3%,4313
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4340,All Houses,725.985,46.015,9.0%,14.2%,19.5%,23.8%,9.6%,6.7%,3 br Houses,623.421,-6.921,10.0%,20.2%,32.7%,26.2%,8.8%,6.9%,All Units,205.500,0.000,0.0%,0.0%,-3.1%,8.4%,-7.1%,-2.0%,2 br Units,250.333,0.000,0.0%,0.0%,0.0%,0.0%,0.0%,0.4%,Combined,679.548,41.824,8.7%,13.7%,18.8%,23.2%,8.7%,6.3%,4340
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4341,All Houses,679.570,-9.570,-1.8%,-2.1%,14.0%,19.7%,9.6%,6.9%,3 br Houses,593.091,-13.091,14.8%,6.8%,53.6%,21.5%,8.7%,6.3%,All Units,482.616,-2.616,0.2%,33.7%,35.0%,33.7%,10.3%,6.8%,2 br Units,312.028,-0.361,-1.7%,8.4%,5.1%,12.6%,3.3%,2.2%,Combined,672.518,-9.325,-1.8%,-1.5%,14.5%,19.9%,9.6%,6.9%,4341
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4342,All Houses,601.826,-17.776,-17.5%,-22.1%,-7.2%,16.6%,8.1%,6.1%,3 br Houses,514.704,-2.204,-6.9%,45.3%,-18.8%,10.7%,8.2%,6.3%,All Units,463.439,-128.439,-21.1%,69.4%,169.4%,39.7%,12.7%,6.0%,2 br Units,215.000,0.000,0.0%,0.0%,0.0%,0.0%,1.4%,-1.9%,Combined,595.606,-22.761,-17.6%,-20.7%,-5.3%,17.1%,8.1%,6.0%,4342
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4343,All Houses,667.862,7.138,0.7%,9.9%,18.8%,24.2%,9.5%,7.0%,3 br Houses,579.682,69.318,16.7%,16.9%,33.6%,29.4%,11.7%,7.1%,All Units,298.941,0.059,0.3%,0.0%,-1.3%,14.3%,4.0%,2.8%,2 br Units,289.044,-0.044,-0.2%,-14.4%,2.8%,13.0%,1.7%,2.4%,Combined,640.432,6.583,0.7%,9.6%,17.9%,23.8%,9.3%,6.8%,4343
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4344,All Houses,528.668,-29.668,-9.7%,-23.4%,-10.0%,11.3%,4.4%,3.9%,3 br Houses,625.437,173.563,2.2%,-21.3%,-6.5%,28.9%,8.4%,5.2%,All Units,307.500,87.500,39.8%,39.8%,39.8%,24.3%,9.7%,0.7%,2 br Units,418.000,0.000,0.0%,0.0%,0.0%,0.0%,-1.0%,3.6%,Combined,522.024,-26.254,-9.2%,-22.8%,-9.5%,11.5%,4.4%,3.8%,4344
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4345,All Houses,285.000,285.000,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,3 br Houses,285.000,285.000,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,All Units,0.000,0.000,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2 br Units,0.000,0.000,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Combined,0.000,0.000,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,4345
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4346,All Houses,776.274,-7.774,-4.5%,-13.2%,-2.8%,26.4%,12.3%,5.4%,3 br Houses,629.524,9.476,14.6%,35.4%,13.7%,12.0%,10.4%,6.1%,All Units,369.998,0.002,0.0%,3.5%,17.8%,5.6%,-1.5%,12.8%,2 br Units,350.000,0.000,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Combined,736.158,-7.458,-4.3%,-12.6%,-2.5%,24.8%,11.2%,5.6%,4346
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4347,All Houses,587.382,-9.882,2.9%,18.7%,-1.7%,18.0%,6.9%,3.9%,3 br Houses,443.424,-41.841,26.5%,50.3%,19.2%,-1.0%,4.2%,3.6%,All Units,285.391,-0.391,-2.0%,-14.8%,-9.5%,17.0%,3.9%,3.2%,2 br Units,292.000,73.000,33.3%,33.3%,33.3%,10.1%,4.2%,3.1%,Combined,574.043,-9.483,2.8%,17.7%,-1.8%,18.0%,6.8%,3.9%,4347
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4350,All Houses,676.140,-6.140,-2.7%,4.3%,17.0%,19.6%,8.5%,5.6%,3 br Houses,550.964,-0.964,-2.6%,4.3%,15.9%,16.4%,7.6%,5.4%,All Units,425.286,0.714,1.4%,4.4%,8.6%,15.3%,6.2%,4.2%,2 br Units,350.067,-0.067,-0.3%,-5.5%,6.0%,11.1%,5.0%,2.5%,Combined,622.749,-4.692,-2.2%,4.3%,15.6%,18.9%,8.1%,5.4%,4350
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4352,All Houses,794.940,0.060,-0.3%,-3.8%,13.2%,13.4%,6.9%,4.6%,3 br Houses,767.654,1.346,1.6%,6.1%,17.0%,19.2%,9.8%,5.8%,All Units,600.629,34.371,8.4%,8.8%,15.4%,18.9%,10.6%,8.1%,2 br Units,513.866,21.134,7.8%,-9.7%,17.6%,16.0%,8.1%,1.4%,Combined,783.934,2.006,0.1%,-3.3%,13.3%,13.7%,7.1%,4.8%,4352
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4353,All Houses,620.469,-125.469,121.6%,121.6%,37.1%,19.1%,8.7%,5.5%,3 br Houses,485.000,0.000,0.0%,0.0%,0.0%,-6.8%,-0.4%,1.4%,All Units,191.500,0.000,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2 br Units,191.500,0.000,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Combined,615.819,-124.091,120.7%,120.7%,37.0%,19.0%,8.7%,5.5%,4353
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4354,All Houses,611.883,-17.383,1.0%,-17.7%,19.6%,13.3%,11.6%,5.4%,3 br Houses,532.067,-3.067,3.3%,-11.2%,46.2%,10.8%,11.2%,4.5%,All Units,249.000,0.000,0.0%,0.0%,0.0%,7.6%,3.2%,-2.4%,2 br Units,249.000,0.000,0.0%,0.0%,0.0%,-3.7%,-1.6%,-1.9%,Combined,579.466,-15.779,1.0%,-17.2%,18.7%,13.1%,11.1%,4.9%,4354
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4355,All Houses,571.923,-46.923,-15.3%,-12.4%,25.1%,16.7%,8.2%,5.8%,3 br Houses,455.341,-5.341,-4.2%,-29.0%,3.4%,9.6%,5.4%,3.3%,All Units,338.749,0.001,0.0%,1.6%,-22.8%,8.5%,0.4%,3.9%,2 br Units,296.333,0.000,0.0%,0.0%,0.0%,6.0%,1.6%,0.0%,Combined,563.927,-45.325,-15.0%,-12.1%,23.5%,16.4%,8.0%,5.8%,4355
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4356,All Houses,590.802,8.198,1.9%,31.6%,27.7%,20.2%,7.7%,5.1%,3 br Houses,480.577,26.923,14.4%,10.7%,24.7%,18.2%,6.3%,5.0%,All Units,220.000,0.000,0.0%,0.0%,0.0%,0.0%,-4.0%,-0.9%,2 br Units,220.000,0.000,0.0%,0.0%,0.0%,0.0%,0.6%,-0.9%,Combined,581.323,8.012,1.9%,31.2%,27.4%,19.9%,7.6%,5.0%,4356
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4357,All Houses,367.937,0.063,0.5%,-5.9%,30.4%,18.6%,7.3%,1.8%,3 br Houses,367.950,0.050,0.2%,-5.9%,24.6%,17.9%,8.2%,1.6%,All Units,335.000,135.000,67.5%,67.5%,67.5%,30.3%,3.0%,1.1%,2 br Units,377.500,82.500,28.0%,28.0%,28.0%,11.8%,15.6%,2.1%,Combined,365.934,8.264,2.8%,-3.6%,32.1%,19.1%,7.0%,1.7%,4357
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4358,All Houses,543.138,-24.138,-9.1%,-8.6%,12.8%,14.9%,7.0%,3.9%,3 br Houses,468.590,0.410,1.3%,-1.0%,9.2%,10.8%,5.1%,4.2%,All Units,520.006,-0.006,0.0%,-4.2%,-5.3%,33.2%,8.4%,9.8%,2 br Units,0.000,0.000,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Combined,542.062,-23.021,-8.7%,-8.4%,11.9%,15.4%,7.0%,4.1%,4358
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4359,All Houses,622.024,159.476,32.1%,-0.1%,-0.3%,17.1%,12.6%,8.0%,3 br Houses,462.474,0.526,-0.8%,-28.0%,-33.8%,20.2%,8.4%,5.6%,All Units,322.500,127.500,65.4%,65.4%,65.4%,18.3%,7.5%,5.1%,2 br Units,180.000,0.000,0.0%,0.0%,0.0%,0.0%,0.0%,-1.3%,Combined,590.908,156.221,33.6%,2.2%,2.2%,17.4%,12.3%,7.9%,4359
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4360,All Houses,542.883,6.117,55.1%,45.8%,20.2%,18.9%,9.3%,5.4%,3 br Houses,559.527,-54.527,54.4%,50.6%,40.9%,20.0%,10.5%,6.7%,All Units,220.000,-40.000,-15.4%,-15.4%,-15.4%,-5.4%,1.2%,1.0%,2 br Units,228.084,26.084,12.9%,12.9%,12.9%,4.1%,1.8%,1.4%,Combined,536.255,5.129,54.0%,44.9%,19.7%,18.5%,9.2%,5.4%,4360
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4361,All Houses,394.698,12.802,10.2%,10.0%,4.0%,6.0%,5.7%,2.6%,3 br Houses,370.468,-3.468,1.1%,5.8%,9.6%,17.2%,5.3%,3.7%,All Units,387.500,-132.500,-25.5%,-9.9%,36.0%,23.7%,7.1%,5.8%,2 br Units,216.250,0.000,0.0%,0.0%,0.0%,6.1%,1.2%,0.0%,Combined,394.072,0.164,5.9%,7.9%,6.2%,7.1%,5.8%,2.8%,4361
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4362,All Houses,635.804,39.196,12.0%,-7.6%,-26.6%,21.3%,11.9%,8.0%,3 br Houses,592.966,82.034,34.0%,26.8%,-5.3%,21.3%,10.5%,7.4%,All Units,481.229,-0.896,-2.7%,13.8%,13.8%,68.8%,14.2%,9.5%,2 br Units,190.000,0.000,0.0%,0.0%,0.0%,0.0%,0.0%,-0.4%,Combined,627.741,37.108,11.3%,-6.9%,-25.5%,22.2%,12.0%,8.0%,4362
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4363,All Houses,776.250,323.750,71.5%,71.5%,121.8%,60.1%,13.9%,5.0%,3 br Houses,345.000,0.000,0.0%,0.0%,-1.4%,22.2%,5.8%,5.4%,All Units,270.000,0.000,0.0%,0.0%,0.0%,0.0%,1.1%,0.8%,2 br Units,0.000,0.000,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Combined,745.062,303.687,68.8%,68.8%,115.7%,56.8%,13.4%,4.9%,4363
Week ending9 Apr 2024                      ($),Change onprev week($),Rolling month% change,Rolling quarter% change,12 month% change,3 year%(pa) change,7 year%(pa) change,10 year%(pa) change,Postcode 4364,All Houses,140.000,0.000,0.0%,0.0%,0.0%,0.0%,-4.3%,-4.2%,3 br Houses,140.000,0.000,0.0%,0.0%,0.0%,0.0%,-4.3%,-4.5%,All Units,44.997,0.003,0.1%,100.0%,0.0%,0.0%,0.0%,0.0%,2 br Units,0.000,0.000,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Combined,137.756,0.008,0.1%,0.3%,0.0%,-0.5%,-4.5%,-4.4%,4364
